"","subject","activityLabel","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z"
"185",2,"WALKING",0.89952941,-0.0069893456,0.33395238,-0.9947098,-0.99721695,-0.98945006
"186",2,"WALKING",0.89740711,-0.0059390076,0.33736763,-0.993173,-0.99412728,-0.98215671
"187",2,"WALKING",0.89509759,-0.003140315,0.34117575,-0.99486005,-0.98855633,-0.98964502
"188",2,"WALKING",0.89413305,-3.6267094e-05,0.34337966,-0.99744766,-0.99145288,-0.99388001
"189",2,"WALKING",0.89395634,0.00094775322,0.34448237,-0.99823463,-0.9984665,-0.99597408
"190",2,"WALKING",0.89323928,0.00095124393,0.34494749,-0.99765618,-0.99801139,-0.99725232
"191",2,"WALKING",0.89205939,0.0015262141,0.34678161,-0.99575256,-0.99796053,-0.98611548
"192",2,"WALKING",0.88854581,0.0022465241,0.35306812,-0.98642422,-0.99732702,-0.967014
"193",2,"WALKING",0.89680166,-0.061337425,0.31796857,-0.54719065,-0.3279312,-0.31503681
"194",2,"WALKING",0.94607162,-0.15568896,0.2286349,-0.92870521,-0.9727372,-0.91091609
"195",2,"WALKING",0.93416562,-0.15558477,0.22842467,-0.98586939,-0.99526321,-0.9642791
"196",2,"WALKING",0.93545027,-0.15454941,0.2377529,-0.99000219,-0.99747139,-0.96066533
"197",2,"WALKING",0.93196036,-0.15305592,0.24945913,-0.98604783,-0.99269125,-0.94840438
"198",2,"WALKING",0.92922106,-0.15084668,0.25616635,-0.9982886,-0.99398256,-0.98630274
"199",2,"WALKING",0.92894984,-0.1474392,0.25640363,-0.99806471,-0.98384107,-0.98399831
"200",2,"WALKING",0.9284597,-0.14037077,0.26053723,-0.99724502,-0.97326591,-0.97130215
"201",2,"WALKING",0.92912313,-0.1346576,0.26169916,-0.99549282,-0.99143915,-0.98141725
"202",2,"WALKING",0.92988892,-0.13239251,0.25961443,-0.99874626,-0.99320551,-0.98949102
"203",2,"WALKING",0.92897521,-0.13049954,0.26296044,-0.99652611,-0.99545189,-0.97942956
"204",2,"WALKING",-0.44518402,0.72416087,0.6928576,-0.5788707,-0.84873915,-0.84984961
"205",2,"WALKING",-0.45773968,0.73490997,0.67375042,-0.866177,-0.96907755,-0.97138044
"206",2,"WALKING",-0.44870757,0.73027157,0.67849513,-0.94026218,-0.99703496,-0.97068915
"207",2,"WALKING",-0.46275004,0.73135371,0.68153531,-0.98057155,-0.99472094,-0.99108173
"208",2,"WALKING",-0.46228561,0.73293086,0.67930548,-0.98776639,-0.99485962,-0.98837842
"209",2,"WALKING",-0.45932125,0.73323838,0.67834821,-0.99479911,-0.9971174,-0.99486623
"210",2,"WALKING",-0.46179068,0.73200054,0.67994802,-0.98478713,-0.99561069,-0.99204253
"211",2,"WALKING",-0.46806588,0.73106824,0.68135687,-0.98371625,-0.99872822,-0.99744868
"212",2,"WALKING",-0.47123688,0.73071284,0.68208338,-0.99382176,-0.99901751,-0.99748807
"213",2,"WALKING",-0.46937128,0.73073014,0.68254761,-0.99034002,-0.99835413,-0.99946184
"214",2,"WALKING",-0.46478958,0.73158936,0.68243423,-0.98625673,-0.99637691,-0.99792052
"215",2,"WALKING",-0.34571935,0.7966021,0.5865105,-0.97238964,-0.94900433,-0.95437835
"216",2,"WALKING",-0.34769296,0.78712405,0.59420063,-0.97819012,-0.98994031,-0.96280362
"217",2,"WALKING",-0.33831865,0.78641593,0.59685687,-0.96546592,-0.99828965,-0.9898837
"218",2,"WALKING",-0.32912409,0.78643274,0.59565258,-0.98625486,-0.99844111,-0.99680767
"219",2,"WALKING",-0.32559813,0.78649089,0.59524526,-0.99388743,-0.99814281,-0.99482001
"220",2,"WALKING",-0.32414538,0.78613507,0.59489755,-0.99718321,-0.99561265,-0.99591608
"221",2,"WALKING",-0.3231135,0.78558787,0.59549617,-0.99682873,-0.99618999,-0.99720265
"222",2,"WALKING",-0.32367718,0.78628351,0.59588524,-0.9942485,-0.99574369,-0.99906912
"223",2,"WALKING",-0.32583882,0.78590784,0.59489569,-0.99456328,-0.99484863,-0.99161678
"224",2,"WALKING",-0.32733659,0.78629856,0.59254192,-0.99668115,-0.99237016,-0.99077897
"225",2,"WALKING",-0.32870661,0.78768233,0.59184194,-0.99517176,-0.99558845,-0.99473429
"226",2,"WALKING",-0.32929296,0.78699735,0.5935264,-0.99844386,-0.99485932,-0.99162341
"227",2,"WALKING",-0.32938962,0.78696115,0.59374766,-0.99791625,-0.99598656,-0.99367657
"228",2,"WALKING",0.91348113,-0.32923317,0.12846077,-0.94146467,-0.8840001,-0.92463668
"229",2,"WALKING",0.90752733,-0.35624418,0.13871835,-0.95958897,-0.94278148,-0.93431421
"230",2,"WALKING",0.91167051,-0.3543337,0.14094582,-0.96670147,-0.9434676,-0.96746739
"231",2,"WALKING",0.90721757,-0.34504788,0.14161427,-0.96728766,-0.96888696,-0.97197046
"232",2,"WALKING",0.90677584,-0.3439022,0.14982503,-0.97721176,-0.97305708,-0.96101916
"233",2,"WALKING",0.90535078,-0.34096334,0.15374563,-0.97597381,-0.97485019,-0.96762709
"234",2,"WALKING",0.90063148,-0.34216993,0.15048437,-0.99072,-0.97934983,-0.97228577
"235",2,"WALKING",0.90107686,-0.34749086,0.15055014,-0.98916135,-0.98379901,-0.97185891
"236",2,"WALKING",0.90307322,-0.35235313,0.15348476,-0.97256191,-0.98228187,-0.97768834
"237",2,"WALKING",0.90995707,-0.35409683,0.15371473,-0.96464815,-0.98166806,-0.98584428
"238",2,"WALKING",0.91225141,-0.35025549,0.1500557,-0.9813099,-0.97871306,-0.95825262
"239",2,"WALKING",0.90501378,-0.34459355,0.14363355,-0.97377907,-0.97992414,-0.96166046
"240",2,"WALKING",0.89647494,-0.34351493,0.14258264,-0.97535878,-0.97609045,-0.98102192
"241",2,"WALKING",0.89345004,-0.34623285,0.14627014,-0.98184718,-0.97821152,-0.97911909
"242",2,"WALKING",0.90178293,-0.33890356,0.1493658,-0.95832495,-0.95172777,-0.98429029
"243",2,"WALKING",0.90138849,-0.34485469,0.13822018,-0.96151285,-0.94821726,-0.96717798
"244",2,"WALKING",0.90255032,-0.34847437,0.14294551,-0.9598083,-0.9793236,-0.98090083
"245",2,"WALKING",0.91273896,-0.34132327,0.14329823,-0.97083543,-0.9763173,-0.98718581
"246",2,"WALKING",0.90905711,-0.33994678,0.14802621,-0.96691998,-0.98365177,-0.96281447
"247",2,"WALKING",0.900343,-0.34443866,0.1510308,-0.98697235,-0.98602723,-0.97862754
"248",2,"WALKING",0.90197091,-0.33991342,0.14868931,-0.96887693,-0.95890466,-0.98448481
"249",2,"WALKING",0.9088687,-0.3337692,0.14892287,-0.96868853,-0.97044246,-0.97137333
"250",2,"WALKING",0.90904193,-0.33903042,0.15428228,-0.980967,-0.96719332,-0.95157075
"251",2,"WALKING",0.91051257,-0.34128952,0.1516778,-0.97868655,-0.98455331,-0.94244108
"252",2,"WALKING",0.91330906,-0.34065969,0.14866396,-0.98656614,-0.9877652,-0.95897616
"253",2,"WALKING",0.90587366,-0.34056898,0.15412904,-0.97132637,-0.98630011,-0.97113841
"254",2,"WALKING",0.89648299,-0.34136647,0.15195752,-0.98103105,-0.97927548,-0.97241746
"255",2,"WALKING",0.89122633,-0.346853,0.14789675,-0.98483335,-0.98129905,-0.98868292
"256",2,"WALKING",0.89868855,-0.34695944,0.14818904,-0.9556945,-0.98216348,-0.98246572
"257",2,"WALKING",0.87458102,-0.31998617,0.16192376,-0.96485673,-0.87683236,-0.80631951
"258",2,"WALKING",0.87608696,-0.31266964,0.14546129,-0.97949025,-0.9301705,-0.92890891
"259",2,"WALKING",0.88077253,-0.32067691,0.15905164,-0.94737856,-0.95414805,-0.95000312
"260",2,"WALKING",0.89390297,-0.31819186,0.14995631,-0.93612631,-0.94607576,-0.89675803
"261",2,"WALKING",0.8822473,-0.32096752,0.13767071,-0.90739699,-0.94306224,-0.95120636
"262",2,"WALKING",0.87932602,-0.30352903,0.13182489,-0.91234814,-0.88854788,-0.93359902
"263",2,"WALKING",0.89078111,-0.29047301,0.12058038,-0.92878298,-0.94354301,-0.94590205
"264",2,"WALKING",0.86951971,-0.3201574,0.1154757,-0.90422079,-0.85480947,-0.97683673
"265",2,"WALKING",0.88992147,-0.33255822,0.12789649,-0.98271871,-0.91991888,-0.97560382
"266",2,"WALKING",0.88057089,-0.35261906,0.12436709,-0.95273438,-0.91727919,-0.97130332
"267",2,"WALKING",0.8903743,-0.35202655,0.11548909,-0.89830012,-0.92543713,-0.92673887
"268",2,"WALKING",0.90133082,-0.33658143,0.1054028,-0.90225055,-0.97296598,-0.93902226
"269",2,"WALKING",0.86875544,-0.33234194,0.11039144,-0.8628074,-0.97563773,-0.936338
"270",2,"WALKING",0.84203875,-0.34044325,0.10503881,-0.95681078,-0.93153941,-0.90499329
